m1,m2,Lambda
0.6810738255033557,8.062885906040268,-0.18557391585115587
0.6810738255033557,8.733959731543624,-0.011254469807203071
0.6810738255033557,9.405033557046979,-0.09098023294839647
0.6810738255033557,10.076107382550335,-0.45951599710366625
0.6810738255033557,10.747181208053691,-1.2678206540935995
0.6810738255033557,11.418255033557047,-2.092651114841271
0.6810738255033557,12.089328859060403,-2.5630773030710263
0.6810738255033557,12.760402684563758,-2.595437714728901
0.6810738255033557,13.431476510067114,-2.287745838847413
0.6810738255033557,14.10255033557047,-1.8396176655570247
0.6810738255033557,14.773624161073824,-1.2838581319408955
0.6810738255033557,15.44469798657718,-0.9299871514474715
0.6810738255033557,16.11577181208054,-0.4618674078128986
0.6810738255033557,16.786845637583895,-0.24614959262778757
0.6810738255033557,17.45791946308725,-0.16937166760622133
0.6810738255033557,18.128993288590607,-0.1214574878103696
0.6810738255033557,18.80006711409396,-0.33869119456593516
0.6810738255033557,19.471140939597316,-0.7442257893421805
0.6810738255033557,20.14221476510067,-1.0255437373567942
0.6810738255033557,20.813288590604028,-1.302308545159427
0.6810738255033557,21.484362416107384,-1.3954665537270163
0.6810738255033557,22.15543624161074,-1.3334629554790283
0.6810738255033557,22.826510067114096,-1.1892922821219765
0.6810738255033557,23.497583892617453,-1.0936370039413132
0.6810738255033557,24.16865771812081,-0.7737099329966187
0.6810738255033557,24.83973154362416,-0.5432691817491413
0.6810738255033557,25.510805369127517,-0.44843743617096327
0.6810738255033557,26.181879194630874,-0.3509199890399207
0.6810738255033557,26.85295302013423,-0.16549992538232539
0.6810738255033557,27.524026845637586,-0.08422175422983086
0.6810738255033557,28.195100671140942,-0.16779089664695562
0.6810738255033557,28.866174496644298,-0.3671721903636417
0.6810738255033557,29.53724832214765,-0.5619375090024855
0.6810738255033557,30.208322147651007,-0.7741908428794143
0.6810738255033557,30.879395973154363,-1.0019368930940815
0.6810738255033557,31.55046979865772,-1.259836483644739
0.6810738255033557,32.22154362416107,-1.5426293371418276
0.6810738255033557,32.89261744966443,-1.612653826529144
0.6810738255033557,33.563691275167784,-1.5200426110751448
0.6810738255033557,34.23476510067114,-1.5033790960510691
0.6810738255033557,34.905838926174496,-1.5001775466006948
0.6810738255033557,35.57691275167785,-1.4325000654340034
0.6810738255033557,36.24798657718121,-1.3106326840358167
0.6810738255033557,36.919060402684565,-1.1708370423148606
0.6810738255033557,37.590134228187914,-1.0270396602801248
0.6810738255033557,38.26120805369127,-0.9631188385543
0.6810738255033557,38.932281879194626,-0.9801540439678414
0.6810738255033557,39.60335570469798,-0.9428835407892561
0.6810738255033557,40.27442953020134,-0.8278374838537085
0.6810738255033557,40.945503355704695,-0.7639275207707361
0.6810738255033557,41.61657718120805,-0.8009362521369416
0.6810738255033557,42.28765100671141,-0.9312188685071878
0.6810738255033557,42.95872483221476,-1.1210231421598293
0.6810738255033557,43.62979865771812,-1.288753173106838
0.6810738255033557,44.300872483221475,-1.3560041247431929
0.6810738255033557,44.97194630872483,-1.3825433861486593
0.6810738255033557,45.64302013422819,-1.4303397241433697
0.6810738255033557,46.314093959731544,-1.4614517506024831
0.6810738255033557,46.9851677852349,-1.420587955957599
0.6810738255033557,47.656241610738256,-1.3525349158754705
0.6810738255033557,48.32731543624161,-1.344756546142171
0.6810738255033557,48.99838926174496,-1.3996889372727188
0.6810738255033557,49.66946308724832,-1.4297699491222198
0.6810738255033557,50.34053691275167,-1.3267461998268777
0.6810738255033557,51.01161073825503,-1.1400406919613788
0.6810738255033557,51.682684563758386,-0.9944352908345903
0.6810738255033557,52.35375838926174,-0.936352818470001
0.6810738255033557,53.0248322147651,-0.9381665761764896
0.6810738255033557,53.695906040268454,-0.9533020119389239
0.6810738255033557,54.36697986577181,-0.9847848244386422
0.6810738255033557,55.03805369127517,-1.0258187740095297
0.6810738255033557,55.70912751677852,-1.0305996580087948
0.6810738255033557,56.38020134228188,-1.0111266426298473
0.6810738255033557,57.051275167785235,-1.008530790586265
0.6810738255033557,57.72234899328859,-1.0387284418378766
0.6810738255033557,58.39342281879195,-1.1075513868643416
0.6810738255033557,59.064496644295296,-1.2050877657211312
0.6810738255033557,59.73557046979865,-1.3133566803082748
0.6810738255033557,60.40664429530201,-1.4221856615526285
0.6810738255033557,61.077718120805365,-1.5060818414053825
0.6810738255033557,61.74879194630872,-1.5234136391709485
0.6810738255033557,62.41986577181208,-1.4734128686819796
0.6810738255033557,63.09093959731543,-1.3809931844102374
0.6810738255033557,63.76201342281879,-1.2602313891303163
0.6810738255033557,64.43308724832215,-1.1476988824952226
0.6810738255033557,65.10416107382551,-1.0885548148175708
0.6810738255033557,65.77523489932886,-1.0985419846324038
0.6810738255033557,66.44630872483222,-1.1560077133946853
0.6810738255033557,67.11738255033558,-1.1980582265073665
0.6810738255033557,67.78845637583893,-1.151716395360523
0.6810738255033557,68.45953020134229,-1.0163255293346858
0.6810738255033557,69.13060402684565,-0.8587207428331385
0.6810738255033557,69.801677852349,-0.7352944042844214
0.6810738255033557,70.47275167785236,-0.6726728064790144
0.6810738255033557,71.14382550335571,-0.6752241468499367
0.6810738255033557,71.81489932885907,-0.7273419862221918
0.6810738255033557,72.48597315436243,-0.7967952315288973
0.6810738255033557,73.15704697986578,-0.8569918605964155
0.6810738255033557,73.82812080536914,-0.8953129433537536
0.6810738255033557,74.4991946308725,-0.911016642330419
0.6810738255033557,75.17026845637584,-0.9296487615307121
0.6810738255033557,75.8413422818792,-0.971810289648117
0.6810738255033557,76.51241610738255,-1.0311940801094606
0.6810738255033557,77.1834899328859,-1.0877862487116818
0.6810738255033557,77.85456375838926,-1.1288342984964383
0.6810738255033557,78.52563758389262,-1.1575198302936969
0.6810738255033557,79.19671140939597,-1.1835046067290516
0.6810738255033557,79.86778523489933,-1.2128565910062281
0.6810738255033557,80.53885906040269,-1.2473724770466648
0.6810738255033557,81.20993288590604,-1.2787882185055384
0.6810738255033557,81.8810067114094,-1.2823471696692443
0.6810738255033557,82.55208053691275,-1.2381073343786115
0.6810738255033557,83.22315436241611,-1.1599284022798928
0.6810738255033557,83.89422818791947,-1.0832514094786192
0.6810738255033557,84.56530201342282,-1.0349556880994026
0.6810738255033557,85.23637583892618,-1.0229784981248515
0.6810738255033557,85.90744966442954,-1.0378935507789102
0.6810738255033557,86.57852348993289,-1.058265394457284
0.6810738255033557,87.24959731543625,-1.0634982261224093
0.6810738255033557,87.9206711409396,-1.0413510679780043
0.6810738255033557,88.59174496644296,-0.9903948033842351
0.6810738255033557,89.26281879194632,-0.9304527056377103
0.6810738255033557,89.93389261744967,-0.8874498330176268
0.6810738255033557,90.60496644295303,-0.8733332478519639
0.6810738255033557,91.27604026845638,-0.8894239275821679
0.6810738255033557,91.94711409395974,-0.9362825284521779
0.6810738255033557,92.6181879194631,-1.0155082444973433
0.6810738255033557,93.28926174496645,-1.1227539135836697
0.6810738255033557,93.96033557046981,-1.2392110289830744
0.6810738255033557,94.63140939597317,-1.3322720301722126
0.6810738255033557,95.30248322147652,-1.3762174072426683
0.6810738255033557,95.97355704697988,-1.3748531239696222
0.6810738255033557,96.64463087248323,-1.3513177440342767
0.6810738255033557,97.31570469798658,-1.3245846738918479
0.6810738255033557,97.98677852348993,-1.3049864045681416
0.6810738255033557,98.65785234899329,-1.297102630132493
0.6810738255033557,99.32892617449664,-1.2999063064599417
0.6810738255033557,100.0,-1.3086230119509603
1.3521476510067114,0.01,1.6873362769402007
1.3521476510067114,0.6810738255033557,2.492209987724512
1.3521476510067114,1.3521476510067114,3.190260387744429
1.3521476510067114,2.023221476510067,3.453146964876436
1.3521476510067114,2.6942953020134226,2.700696394000967
1.3521476510067114,3.3653691275167783,1.7090699580226907
1.3521476510067114,4.036442953020134,1.4623892628466135
1.3521476510067114,4.707516778523489,1.4251657124382373
1.3521476510067114,5.378590604026845,1.4041316411765081
1.3521476510067114,6.049664429530202,1.2671540425092767
1.3521476510067114,6.720738255033557,1.019479062813478
1.3521476510067114,7.391812080536912,0.6204719637321849
1.3521476510067114,8.062885906040268,0.006316179950445246
1.3521476510067114,8.733959731543624,-0.952178008039792
1.3521476510067114,9.405033557046979,-2.1887036824889856
1.3521476510067114,10.076107382550335,-2.7625608185664166
1.3521476510067114,10.747181208053691,-2.748375389278223
1.3521476510067114,11.418255033557047,-2.5787047567952293
1.3521476510067114,12.089328859060403,-2.142058763074191
1.3521476510067114,12.760402684563758,-1.7062521539646673
1.3521476510067114,13.431476510067114,-1.2619363051319783
1.3521476510067114,14.10255033557047,-0.8714806385478521
1.3521476510067114,14.773624161073824,-0.6361991334228924
1.3521476510067114,15.44469798657718,-0.32635915770630214
1.3521476510067114,16.11577181208054,-0.17214767454350838
1.3521476510067114,16.786845637583895,-0.09956762889945624
1.3521476510067114,17.45791946308725,0.0019893694124908214
1.3521476510067114,18.128993288590607,-0.001282012523414529
1.3521476510067114,18.80006711409396,-0.11877854681942318
1.3521476510067114,19.471140939597316,-0.282929088584019
1.3521476510067114,20.14221476510067,-0.5175920993035668
1.3521476510067114,20.813288590604028,-0.8893012417115196
1.3521476510067114,21.484362416107384,-1.3795057492950398
1.3521476510067114,22.15543624161074,-1.823087547333311
1.3521476510067114,22.826510067114096,-2.1680613318321553
1.3521476510067114,23.497583892617453,-2.410201474903636
1.3521476510067114,24.16865771812081,-2.60968203096954
1.3521476510067114,24.83973154362416,-2.668406700082974
1.3521476510067114,25.510805369127517,-2.5585318732648563
1.3521476510067114,26.181879194630874,-2.3952675746232948
1.3521476510067114,26.85295302013423,-2.249782836974438
1.3521476510067114,27.524026845637586,-2.057969140039467
1.3521476510067114,28.195100671140942,-1.7418046612403493
1.3521476510067114,28.866174496644298,-1.4423390484521523
1.3521476510067114,29.53724832214765,-1.2256418291478013
1.3521476510067114,30.208322147651007,-1.062106375813301
1.3521476510067114,30.879395973154363,-0.8534804254845203
1.3521476510067114,31.55046979865772,-0.6026412732001014
1.3521476510067114,32.22154362416107,-0.40337852052454143
1.3521476510067114,32.89261744966443,-0.28492637921771635
1.3521476510067114,33.563691275167784,-0.233318370521342
1.3521476510067114,34.23476510067114,-0.20102192399714633
1.3521476510067114,34.905838926174496,-0.14906259762013796
1.3521476510067114,35.57691275167785,-0.11388244913018307
1.3521476510067114,36.24798657718121,-0.14017228807955506
1.3521476510067114,36.919060402684565,-0.24213401283304672
1.3521476510067114,37.590134228187914,-0.41392661571578276
1.3521476510067114,38.26120805369127,-0.6252069676673433
1.3521476510067114,38.932281879194626,-0.8165415311682076
1.3521476510067114,39.60335570469798,-0.9544329445497133
1.3521476510067114,40.27442953020134,-1.0826752190845548
1.3521476510067114,40.945503355704695,-1.230023129524171
1.3521476510067114,41.61657718120805,-1.3440595521955079
1.3521476510067114,42.28765100671141,-1.389859290897846
1.3521476510067114,42.95872483221476,-1.393650729132873
1.3521476510067114,43.62979865771812,-1.3667589823098232
1.3521476510067114,44.300872483221475,-1.2944462413626163
1.3521476510067114,44.97194630872483,-1.215056429000463
1.3521476510067114,45.64302013422819,-1.174112708077191
1.3521476510067114,46.314093959731544,-1.1368926562496198
1.3521476510067114,46.9851677852349,-1.027661054281778
1.3521476510067114,47.656241610738256,-0.856264657414078
1.3521476510067114,48.32731543624161,-0.6964224003736789
1.3521476510067114,48.99838926174496,-0.5821780507207545
1.3521476510067114,49.66946308724832,-0.5085681222082282
1.3521476510067114,50.34053691275167,-0.46305420262097585
1.3521476510067114,51.01161073825503,-0.4319395501777617
1.3521476510067114,51.682684563758386,-0.3845441076113192
1.3521476510067114,52.35375838926174,-0.2992984714910887
1.3521476510067114,53.0248322147651,-0.2018537432385781
1.3521476510067114,53.695906040268454,-0.12599678722516905
1.3521476510067114,54.36697986577181,-0.08768832485798175
1.3521476510067114,55.03805369127517,-0.09200869287801537
1.3521476510067114,55.70912751677852,-0.13857750793520893
1.3521476510067114,56.38020134228188,-0.22141767553743327
1.3521476510067114,57.051275167785235,-0.3259332272174601
1.3521476510067114,57.72234899328859,-0.4309821396670913
1.3521476510067114,58.39342281879195,-0.5269379619215775
1.3521476510067114,59.064496644295296,-0.6245723679290061
1.3521476510067114,59.73557046979865,-0.733508672269772
1.3521476510067114,60.40664429530201,-0.8490379420930643
1.3521476510067114,61.077718120805365,-0.9631608271369416
1.3521476510067114,61.74879194630872,-1.0802923784914145
1.3521476510067114,62.41986577181208,-1.212719099011436
1.3521476510067114,63.09093959731543,-1.3618974418317789
1.3521476510067114,63.76201342281879,-1.5056969116086503
1.3521476510067114,64.43308724832215,-1.601532058915459
1.3521476510067114,65.10416107382551,-1.6201570682966608
1.3521476510067114,65.77523489932886,-1.5812978581918389
1.3521476510067114,66.44630872483222,-1.5310808330448902
1.3521476510067114,67.11738255033558,-1.5021651649816905
1.3521476510067114,67.78845637583893,-1.500924467377291
1.3521476510067114,68.45953020134229,-1.5095430897220166
1.3521476510067114,69.13060402684565,-1.5045010398772443
1.3521476510067114,69.801677852349,-1.4814386743841528
1.3521476510067114,70.47275167785236,-1.4437773440392851
1.3521476510067114,71.14382550335571,-1.3900170108644911
1.3521476510067114,71.81489932885907,-1.325461485366049
1.3521476510067114,72.48597315436243,-1.2579686682163447
1.3521476510067114,73.15704697986578,-1.1864548271573596
1.3521476510067114,73.82812080536914,-1.1098701096721606
1.3521476510067114,74.4991946308725,-1.0387851727691362
1.3521476510067114,75.17026845637584,-0.9877769705817119
1.3521476510067114,75.8413422818792,-0.9644143757752696
1.3521476510067114,76.51241610738255,-0.9659837956042904
1.3521476510067114,77.1834899328859,-0.9785811625476292
1.3521476510067114,77.85456375838926,-0.9792033742279153
1.3521476510067114,78.52563758389262,-0.9498334688396262
1.3521476510067114,79.19671140939597,-0.8949579061249607
1.3521476510067114,79.86778523489933,-0.8351276450938987
1.3521476510067114,80.53885906040269,-0.7885850037283688
1.3521476510067114,81.20993288590604,-0.7650048295155042
1.3521476510067114,81.8810067114094,-0.7676910842090661
1.3521476510067114,82.55208053691275,-0.7964920505294971
1.3521476510067114,83.22315436241611,-0.8495064890989267
1.3521476510067114,83.89422818791947,-0.9236753461066715
1.3521476510067114,84.56530201342282,-1.0143084762151073
1.3521476510067114,85.23637583892618,-1.1135525789395413
1.3521476510067114,85.90744966442954,-1.208879936376538
1.3521476510067114,86.57852348993289,-1.2850463827053105
1.3521476510067114,87.24959731543625,-1.332487192189663
1.3521476510067114,87.9206711409396,-1.355332146862465
1.3521476510067114,88.59174496644296,-1.3675611208486185
1.3521476510067114,89.26281879194632,-1.3819838670633866
1.3521476510067114,89.93389261744967,-1.4037316986551436
1.3521476510067114,90.60496644295303,-1.4299183547141667
1.3521476510067114,91.27604026845638,-1.4523904536605212
1.3521476510067114,91.94711409395974,-1.461452475202515
1.3521476510067114,92.6181879194631,-1.450224868412155
1.3521476510067114,93.28926174496645,-1.4201120044792184
1.3521476510067114,93.96033557046981,-1.3824621674837982
1.3521476510067114,94.63140939597317,-1.3518867015445932
1.3521476510067114,95.30248322147652,-1.3385123299866402
1.3521476510067114,95.97355704697988,-1.3454400201986119
1.3521476510067114,96.64463087248323,-1.3693987805571533
1.3521476510067114,97.31570469798658,-1.401517654642291
1.3521476510067114,97.98677852348993,-1.4273413320027442
1.3521476510067114,98.65785234899329,-1.4286942666048321
1.3521476510067114,99.32892617449664,-1.3921689262433443
1.3521476510067114,100.0,-1.3193466529353004
2.023221476510067,0.01,1.684531531528031
2.023221476510067,0.6810738255033557,2.214057800671108
2.023221476510067,1.3521476510067114,2.749561158138379
2.023221476510067,2.023221476510067,3.1902603880337455
2.023221476510067,2.6942953020134226,3.445835094277362
2.023221476510067,3.3653691275167783,3.3448138690301485
2.023221476510067,4.036442953020134,2.6936064327075075
2.023221476510067,4.707516778523489,1.9112122998162555
2.023221476510067,5.378590604026845,1.5843028304392226
2.023221476510067,6.049664429530202,1.460761960489544
2.023221476510067,6.720738255033557,1.4602976440807802
2.023221476510067,7.391812080536912,1.4107338074832565
2.023221476510067,8.062885906040268,1.4024417116169072
2.023221476510067,8.733959731543624,1.3055302438802725
2.023221476510067,9.405033557046979,1.2073353352152858
2.023221476510067,10.076107382550335,1.0125906394807196
2.023221476510067,10.747181208053691,0.7589349958769525
2.023221476510067,11.418255033557047,0.4347535428800581
2.023221476510067,12.089328859060403,-0.012754226047572308
2.023221476510067,12.760402684563758,-0.6131892183405817
2.023221476510067,13.431476510067114,-1.4048844113144776
2.023221476510067,14.10255033557047,-2.2181914824434563
2.023221476510067,14.773624161073824,-2.676856345490286
2.023221476510067,15.44469798657718,-2.7989530919147896
2.023221476510067,16.11577181208054,-2.743690992460935
2.023221476510067,16.786845637583895,-2.6373741047440724
2.023221476510067,17.45791946308725,-2.4631494337345443
2.023221476510067,18.128993288590607,-2.120436312128951
2.023221476510067,18.80006711409396,-1.8100354492059536
2.023221476510067,19.471140939597316,-1.566327877110244
2.023221476510067,20.14221476510067,-1.2393867084723063
2.023221476510067,20.813288590604028,-0.9552263379074434
2.023221476510067,21.484362416107384,-0.7855631357654691
2.023221476510067,22.15543624161074,-0.6212912072333201
2.023221476510067,22.826510067114096,-0.40505887466434526
2.023221476510067,23.497583892617453,-0.2444656679294849
2.023221476510067,24.16865771812081,-0.1682459221142998
2.023221476510067,24.83973154362416,-0.12504835910076703
2.023221476510067,25.510805369127517,-0.05578494970046143
2.023221476510067,26.181879194630874,0.005602451570406756
2.023221476510067,26.85295302013423,0.013156605054044652
2.023221476510067,27.524026845637586,-0.03791425769324145
2.023221476510067,28.195100671140942,-0.12844361000369411
2.023221476510067,28.866174496644298,-0.235531459684471
2.023221476510067,29.53724832214765,-0.3636964405957138
2.023221476510067,30.208322147651007,-0.5384926595141447
2.023221476510067,30.879395973154363,-0.7772964130813381
2.023221476510067,31.55046979865772,-1.079899593085638
2.023221476510067,32.22154362416107,-1.4166243372833252
2.023221476510067,32.89261744966443,-1.7221435419280604
2.023221476510067,33.563691275167784,-1.9716194838454142
2.023221476510067,34.23476510067114,-2.192072254165972
2.023221476510067,34.905838926174496,-2.3590082582995913
2.023221476510067,35.57691275167785,-2.4943154861668346
2.023221476510067,36.24798657718121,-2.623373430064713
2.023221476510067,36.919060402684565,-2.675484015555289
2.023221476510067,37.590134228187914,-2.6334946193960107
2.023221476510067,38.26120805369127,-2.5452614308394814
2.023221476510067,38.932281879194626,-2.435911641922902
2.023221476510067,39.60335570469798,-2.3291276965096057
2.023221476510067,40.27442953020134,-2.236565755275242
2.023221476510067,40.945503355704695,-2.1169433553526122
2.023221476510067,41.61657718120805,-1.9301104833579799
2.023221476510067,42.28765100671141,-1.709302653648238
2.023221476510067,42.95872483221476,-1.505117946218131
2.023221476510067,43.62979865771812,-1.3377712079273
2.023221476510067,44.300872483221475,-1.2074514678407737
2.023221476510067,44.97194630872483,-1.0994350117297784
2.023221476510067,45.64302013422819,-0.9806579203538204
2.023221476510067,46.314093959731544,-0.8263302815702145
2.023221476510067,46.9851677852349,-0.6565292331469
2.023221476510067,47.656241610738256,-0.5043565698901246
2.023221476510067,48.32731543624161,-0.3858278773207372
2.023221476510067,48.99838926174496,-0.3040818086653485
2.023221476510067,49.66946308724832,-0.2554641851054379
2.023221476510067,50.34053691275167,-0.22970723503344198
2.023221476510067,51.01161073825503,-0.2092987791269388
2.023221476510067,51.682684563758386,-0.17908616646416115
2.023221476510067,52.35375838926174,-0.14259843705052874
2.023221476510067,53.0248322147651,-0.11710651743205897
2.023221476510067,53.695906040268454,-0.11692259770443636
2.023221476510067,54.36697986577181,-0.14898610767766388
2.023221476510067,55.03805369127517,-0.21530453346684128
2.023221476510067,55.70912751677852,-0.31445975453528446
2.023221476510067,56.38020134228188,-0.44089376493241317
2.023221476510067,57.051275167785235,-0.5827838598040379
2.023221476510067,57.72234899328859,-0.7214609079102329
2.023221476510067,58.39342281879195,-0.8385093863137436
2.023221476510067,59.064496644295296,-0.9305363987420373
2.023221476510067,59.73557046979865,-1.0129284622732275
2.023221476510067,60.40664429530201,-1.1030663792444035
2.023221476510067,61.077718120805365,-1.202493518959913
2.023221476510067,61.74879194630872,-1.2932109859243541
2.023221476510067,62.41986577181208,-1.3548022044437638
2.023221476510067,63.09093959731543,-1.3855155370369487
2.023221476510067,63.76201342281879,-1.395302027897838
2.023221476510067,64.43308724832215,-1.3918307191537793
2.023221476510067,65.10416107382551,-1.374666739232672
2.023221476510067,65.77523489932886,-1.3364780771436129
2.023221476510067,66.44630872483222,-1.2805370715887094
2.023221476510067,67.11738255033558,-1.2264774579544508
2.023221476510067,67.78845637583893,-1.190102031849061
2.023221476510067,68.45953020134229,-1.1698795165744105
2.023221476510067,69.13060402684565,-1.146555748212482
2.023221476510067,69.801677852349,-1.0937528109279984
