l1,l2,Lambda
0.7026845637583892,12.455033557046978,1.4795507149624285
0.7026845637583892,12.756375838926173,1.4825327474146477
0.7026845637583892,13.057718120805367,1.4853245831605133
0.7026845637583892,13.359060402684563,1.487941528525024
0.7026845637583892,13.660402684563756,1.4903975148151698
0.7026845637583892,13.961744966442952,1.4927051067696528
0.7026845637583892,14.263087248322146,1.4948758031839362
0.7026845637583892,14.56442953020134,1.4969199842571588
0.7026845637583892,14.865771812080535,1.4988470783993897
0.7026845637583892,15.167114093959729,1.500665669708901
0.7026845637583892,15.468456375838924,1.502383663939781
0.7026845637583892,15.769798657718118,1.504008211794726
0.7026845637583892,16.071140939597313,1.505545820353925
0.7026845637583892,16.37248322147651,1.5070025163603482
0.7026845637583892,16.673825503355705,1.5083837747092204
0.7026845637583892,16.9751677852349,1.509694705629182
0.7026845637583892,17.276510067114092,1.510939925447805
0.7026845637583892,17.57785234899329,1.5121236701956076
0.7026845637583892,17.879194630872483,1.5132498754617842
0.7026845637583892,18.180536912751677,1.5143222416156137
0.7026845637583892,18.48187919463087,1.5153440692058555
0.7026845637583892,18.783221476510068,1.5163184378431647
0.7026845637583892,19.084563758389262,1.517248234223048
0.7026845637583892,19.385906040268456,1.518136097818279
0.7026845637583892,19.68724832214765,1.5189845034330365
0.7026845637583892,19.988590604026843,1.5197957308660834
0.7026845637583892,20.28993288590604,1.520571900782482
0.7026845637583892,20.591275167785234,1.5213149961845283
0.7026845637583892,20.892617449664428,1.5220268491969393
0.7026845637583892,21.19395973154362,1.5227091694011115
0.7026845637583892,21.49530201342282,1.5233635477713965
0.7026845637583892,21.796644295302013,1.5239915509938824
0.7026845637583892,22.097986577181207,1.524594528727732
0.7026845637583892,22.3993288590604,1.5251737299222685
0.7026845637583892,22.700671140939598,1.5257304244647678
0.7026845637583892,23.00201342281879,1.5262657552185
0.7026845637583892,23.303355704697985,1.5267807909452709
0.7026845637583892,23.60469798657718,1.5272765153311585
0.7026845637583892,23.906040268456376,1.5277539247583474
0.7026845637583892,24.20738255033557,1.5282139222106808
0.7026845637583892,24.508724832214764,1.5286573101398677
0.7026845637583892,24.810067114093957,1.5290848576438414
0.7026845637583892,25.11140939597315,1.5294972974549659
0.7026845637583892,25.41275167785235,1.5298953595025755
0.7026845637583892,25.714093959731542,1.530279701357793
0.7026845637583892,26.015436241610736,1.53065096042767
0.7026845637583892,26.31677852348993,1.5310096861827016
0.7026845637583892,26.618120805369127,1.531356461520807
0.7026845637583892,26.91946308724832,1.531691816112658
0.7026845637583892,27.220805369127515,1.5320162192388902
0.7026845637583892,27.52214765100671,1.5323301178203148
0.7026845637583892,27.823489932885906,1.5326339580867034
0.7026845637583892,28.1248322147651,1.5329282042304415
0.7026845637583892,28.426174496644293,1.5332132594404235
0.7026845637583892,28.727516778523487,1.5334895137294262
0.7026845637583892,29.02885906040268,1.5337572973008622
0.7026845637583892,29.330201342281878,1.534016939044192
0.7026845637583892,29.631543624161072,1.534268764798466
0.7026845637583892,29.932885906040266,1.5345131001080166
0.7026845637583892,30.23422818791946,1.5347502321047033
0.7026845637583892,30.535570469798657,1.5349804373360043
0.7026845637583892,30.83691275167785,1.5352039946714775
0.7026845637583892,31.138255033557044,1.53542114689864
0.7026845637583892,31.439597315436238,1.5356321358957157
0.7026845637583892,31.740939597315435,1.5358371920666947
0.7026845637583892,32.042281879194626,1.5360365380996768
0.7026845637583892,32.343624161073826,1.536230378688088
0.7026845637583892,32.64496644295302,1.5364189108883501
0.7026845637583892,32.946308724832214,1.5366023189730569
0.7026845637583892,33.24765100671141,1.536780783312245
0.7026845637583892,33.5489932885906,1.5369545324378595
0.7026845637583892,33.850335570469795,1.5371236933575776
0.7026845637583892,34.15167785234899,1.5372884559649318
0.7026845637583892,34.45302013422818,1.537448903356815
0.7026845637583892,34.75436241610738,1.5376052325032665
0.7026845637583892,35.05570469798658,1.5377575455043953
0.7026845637583892,35.35704697986577,1.5379060176562198
0.7026845637583892,35.658389261744965,1.5380507719916816
0.7026845637583892,35.95973154362416,1.5381919806631121
0.7026845637583892,36.26107382550335,1.5383296458265359
0.7026845637583892,36.562416107382546,1.5384639753016645
0.7026845637583892,36.86375838926174,1.5385950723640474
0.7026845637583892,37.165100671140934,1.5387229608949105
0.7026845637583892,37.466442953020135,1.5388478121413165
0.7026845637583892,37.76778523489933,1.5389696408249374
0.7026845637583892,38.06912751677852,1.5390886812026232
0.7026845637583892,38.370469798657716,1.5392049966478905
0.7026845637583892,38.67181208053691,1.5393185516704018
0.7026845637583892,38.9731543624161,1.5394295153210673
0.7026845637583892,39.2744966442953,1.539537889333084
0.7026845637583892,39.57583892617449,1.5396438740668674
0.7026845637583892,39.877181208053685,1.5397475342108202
0.7026845637583892,40.178523489932886,1.5398488104180608
0.7026845637583892,40.47986577181208,1.5399478822040376
0.7026845637583892,40.78120805369127,1.5400446930543048
0.7026845637583892,41.08255033557047,1.540139520799126
0.7026845637583892,41.38389261744966,1.5402321924568068
0.7026845637583892,41.685234899328854,1.5403229713154212
0.7026845637583892,41.98657718120805,1.540411694007979
0.7026845637583892,42.28791946308724,1.540498700087237
0.7026845637583892,42.58926174496644,1.5405837422876576
0.7026845637583892,42.89060402684564,1.540666993052434
0.7026845637583892,43.19194630872483,1.5407486001650896
0.7026845637583892,43.493288590604024,1.5408284796512932
0.7026845637583892,43.79463087248322,1.5409066817052657
0.7026845637583892,44.09597315436241,1.5409833812835012
0.7026845637583892,44.397315436241605,1.5410584151209559
0.7026845637583892,44.6986577181208,1.5411320686161787
0.7026845637583892,45.0,1.5412042007513826
1.0040268456375838,0.1,-0.8743259028726084
1.0040268456375838,0.40134228187919463,-3.6195516912466363
1.0040268456375838,0.7026845637583892,-0.6811322158553554
1.0040268456375838,1.0040268456375838,0.5051897312872822
1.0040268456375838,1.3053691275167785,0.43827849715610245
1.0040268456375838,1.6067114093959731,1.324130209978197
1.0040268456375838,1.9080536912751676,0.08638044907854443
1.0040268456375838,2.209395973154362,0.9192841090309316
1.0040268456375838,2.510738255033557,1.308915212023947
1.0040268456375838,2.8120805369127515,1.4195257547528841
1.0040268456375838,3.113422818791946,1.4348336491101246
1.0040268456375838,3.414765100671141,1.419200570174954
1.0040268456375838,3.716107382550335,1.3965506808783903
1.0040268456375838,4.017449664429529,1.3762149137347497
1.0040268456375838,4.318791946308724,1.3613852869662713
1.0040268456375838,4.6201342281879185,1.3524894007987707
1.0040268456375838,4.921476510067113,1.3487909002221081
1.0040268456375838,5.222818791946308,1.3491869183323142
1.0040268456375838,5.5241610738255025,1.352583442882437
1.0040268456375838,5.825503355704697,1.3580457448039738
1.0040268456375838,6.126845637583892,1.3648355680296358
1.0040268456375838,6.428187919463086,1.3723986976956097
1.0040268456375838,6.729530201342281,1.3803337146547832
1.0040268456375838,7.030872483221476,1.3883588822021133
1.0040268456375838,7.3322147651006695,1.3962823887952902
1.0040268456375838,7.633557046979864,1.4039783375735995
1.0040268456375838,7.934899328859059,1.411368080903919
1.0040268456375838,8.236241610738254,1.418406620096667
1.0040268456375838,8.537583892617448,1.425071952589195
1.0040268456375838,8.838926174496644,1.4313582305419335
1.0040268456375838,9.140268456375837,1.4372699173299
1.0040268456375838,9.441610738255033,1.4428185587068403
1.0040268456375838,9.742953020134227,1.4480199012595458
1.0040268456375838,10.04429530201342,1.4528920232304228
1.0040268456375838,10.345637583892616,1.4574541897532443
1.0040268456375838,10.64697986577181,1.4617259118422659
1.0040268456375838,10.948322147651005,1.4657263439942991
1.0040268456375838,11.249664429530199,1.4694741912726
1.0040268456375838,11.551006711409395,1.472987071529331
1.0040268456375838,11.852348993288588,1.476281765234585
1.0040268456375838,12.153691275167784,1.479374035592407
1.0040268456375838,12.455033557046978,1.482278390352226
1.0040268456375838,12.756375838926173,1.4850083383486332
1.0040268456375838,13.057718120805367,1.487576507003876
1.0040268456375838,13.359060402684563,1.4899945590905523
1.0040268456375838,13.660402684563756,1.4922731106174252
1.0040268456375838,13.961744966442952,1.4944220863445792
1.0040268456375838,14.263087248322146,1.4964505513533435
1.0040268456375838,14.56442953020134,1.4983669983118202
1.0040268456375838,14.865771812080535,1.5001790623788138
1.0040268456375838,15.167114093959729,1.5018938627616103
1.0040268456375838,15.468456375838924,1.5035179650201898
1.0040268456375838,15.769798657718118,1.5050574890960933
1.0040268456375838,16.071140939597313,1.5065179049850734
1.0040268456375838,16.37248322147651,1.5079043932797611
1.0040268456375838,16.673825503355705,1.5092217137477992
1.0040268456375838,16.9751677852349,1.510474234428702
1.0040268456375838,17.276510067114092,1.511666083731158
1.0040268456375838,17.57785234899329,1.5128009936445295
1.0040268456375838,17.879194630872483,1.5138823872891383
1.0040268456375838,18.180536912751677,1.5149135636410476
1.0040268456375838,18.48187919463087,1.5158975705356275
1.0040268456375838,18.783221476510068,1.5168370769683872
1.0040268456375838,19.084563758389262,1.5177347142075528
1.0040268456375838,19.385906040268456,1.5185929112819043
1.0040268456375838,19.68724832214765,1.519413847083375
1.0040268456375838,19.988590604026843,1.5201996740374
1.0040268456375838,20.28993288590604,1.520952288153539
1.0040268456375838,20.591275167785234,1.5216735273329112
1.0040268456375838,20.892617449664428,1.5223650809597118
1.0040268456375838,21.19395973154362,1.5230285300310544
1.0040268456375838,21.49530201342282,1.523665332575212
1.0040268456375838,21.796644295302013,1.5242769241996863
1.0040268456375838,22.097986577181207,1.5248646230438843
1.0040268456375838,22.3993288590604,1.5254295821285146
1.0040268456375838,22.700671140939598,1.5259729400472735
1.0040268456375838,23.00201342281879,1.5264957915710444
1.0040268456375838,23.303355704697985,1.5269991503117057
1.0040268456375838,23.60469798657718,1.527483953312997
1.0040268456375838,23.906040268456376,1.5279510674257537
1.0040268456375838,24.20738255033557,1.5284014193100182
1.0040268456375838,24.508724832214764,1.5288357560519947
1.0040268456375838,24.810067114093957,1.5292548109848074
1.0040268456375838,25.11140939597315,1.529659234867465
1.0040268456375838,25.41275167785235,1.5300497515191023
1.0040268456375838,25.714093959731542,1.5304269867309792
1.0040268456375838,26.015436241610736,1.5307915294771803
1.0040268456375838,26.31677852348993,1.531143942941783
1.0040268456375838,26.618120805369127,1.531484743657462
1.0040268456375838,26.91946308724832,1.531814440448247
1.0040268456375838,27.220805369127515,1.532133519095778
1.0040268456375838,27.52214765100671,1.5324423982484316
1.0040268456375838,27.823489932885906,1.5327414522399871
1.0040268456375838,28.1248322147651,1.5330311751501418
1.0040268456375838,28.426174496644293,1.5333119327196192
1.0040268456375838,28.727516778523487,1.533584110609001
1.0040268456375838,29.02885906040268,1.5338480390833555
1.0040268456375838,29.330201342281878,1.5341040145940508
1.0040268456375838,29.631543624161072,1.5343523669450028
1.0040268456375838,29.932885906040266,1.5345933979895239
1.0040268456375838,30.23422818791946,1.534827382820277
1.0040268456375838,30.535570469798657,1.5350545974382042
1.0040268456375838,30.83691275167785,1.5352752972126162
1.0040268456375838,31.138255033557044,1.5354897413084392
1.0040268456375838,31.439597315436238,1.5356981519407846
1.0040268456375838,31.740939597315435,1.5359007438628085
1.0040268456375838,32.042281879194626,1.5360977435327834
1.0040268456375838,32.343624161073826,1.5362893428286208
1.0040268456375838,32.64496644295302,1.536475728713115
1.0040268456375838,32.946308724832214,1.536657107020403
1.0040268456375838,33.24765100671141,1.5368336297997311
1.0040268456375838,33.5489932885906,1.5370055006480368
1.0040268456375838,33.850335570469795,1.5371728673821525
1.0040268456375838,34.15167785234899,1.5373359034857976
1.0040268456375838,34.45302013422818,1.5374947436402187
1.0040268456375838,34.75436241610738,1.5376495205798613
1.0040268456375838,35.05570469798658,1.5378003382753949
1.0040268456375838,35.35704697986577,1.5379473694175987
